x,y,z,m
134.1978,200.0325,832.6633,3
134.1956,205.6302,841.4989,4
140.6234,200.0325,832.6633,5
140.6214,205.6302,841.4989,6
146.6387,200.0325,832.6633,7
146.637,205.6302,841.4989,8
153.1312,200.0325,832.6633,9
153.1296,205.6302,841.4989,10
159.1481,200.0325,832.6633,1
159.1467,205.6302,841.4989,2
165.437,200.0325,832.6633,3
165.4358,205.6302,841.4989,4
171.8626,200.0325,832.6631,5
171.8615,205.6302,841.4989,6
178.0831,200.0325,832.6631,7
178.0823,205.6302,841.4989,8
184.372,200.0325,832.6631,9
184.3712,205.6302,841.4989,10
190.4557,200.0325,832.6631,1
190.4552,205.6302,841.4989,2
196.813,200.0325,832.6631,3
196.8126,205.6302,841.4989,4
203.0161,200.0325,832.6633,5
203.016,205.6302,841.4989,6
227.2225,181.7366,802.2649,7
221.2349,181.7366,803.8706,8
223.4116,187.9495,812.3875,9
229.443,187.9495,810.759,10
231.6072,193.5304,819.0375,1
225.5844,193.5304,820.6479,2
227.8554,200.0325,829.2812,3
233.8625,200.0325,827.6646,4
230.0885,205.6302,837.7711,5
236.0838,205.6302,836.1613,6
235.5715,187.9495,809.1042,7
233.3876,181.7366,800.6113,8
239.9248,200.0325,826.0334,9
237.7064,193.5304,817.4066,10
242.1128,205.6302,834.5425,1
241.531,187.9495,807.4953,2
239.3119,181.7366,799.0226,3
245.9608,200.0325,824.409,4
243.7065,193.5304,815.8022,5
248.1875,205.6302,832.9115,6
247.6146,187.9495,805.8527,7
245.3654,181.7366,797.3992,8
252.1116,200.0325,822.7538,9
249.8266,193.5304,814.1657,10
254.3725,205.6302,831.2508,1
253.5114,187.9495,804.2605,2
251.2347,181.7366,795.8253,3
258.0696,200.0325,821.1504,4
255.7566,193.5304,812.5801,5
260.3616,205.6302,829.6426,6
259.593,187.9495,802.6185,7
257.2887,181.7366,794.2017,8
264.214,200.0325,819.497,9
261.8726,193.5304,810.9449,10
266.5376,205.6302,827.9844,1
265.6174,187.9495,800.992,2
263.328,181.7366,792.582,3
270.2152,200.0325,817.8822,4
267.8889,193.5304,809.3361,5
272.5275,205.6302,826.376,6
271.6438,187.9495,799.3648,7
269.4258,181.7366,790.9467,8
276.1049,200.0325,816.2971,9
273.8509,193.5304,807.7419,10
278.3486,205.6302,824.813,1
277.817,187.9495,797.698,2
275.5759,181.7366,789.2974,3
282.332,200.0325,814.6214,4
280.0541,193.5304,806.0832,5
284.6029,205.6302,823.1338,6
283.702,187.9495,796.1092,7
281.4663,181.7366,787.7177,8
288.2124,200.0325,813.039,9
285.94,193.5304,804.5094,10
290.4814,205.6302,821.5553,1
289.7116,187.9495,794.4865,2
287.5154,181.7366,786.0954,3
294.1492,200.0325,811.4413,4
291.9168,193.5304,802.9112,5
296.3817,205.6302,819.9709,6
295.7705,187.9495,792.8506,7
293.5719,181.7366,784.4713,8
300.2197,200.0325,809.8077,9
297.9845,193.5304,801.2888,10
302.4584,205.6302,818.3392,1
301.9238,187.9495,791.1893,2
299.7072,181.7366,782.8258,3
306.4161,200.0325,808.1403,4
304.1625,193.5304,799.6368,5
308.6765,205.6302,816.6698,6
307.6924,187.9495,789.6317,7
305.4749,181.7366,781.279,8
312.1935,200.0325,806.5855,9
309.9386,193.5304,798.0923,10
314.4585,205.6302,815.1173,1
313.9425,187.9495,787.9441,2
320.018,187.9495,786.3038,3
317.4871,181.7366,778.0575,4
311.7195,181.7366,779.6043,5
318.4616,200.0325,804.8988,6
324.7023,200.0325,803.2195,7
322.3625,193.5304,794.7703,8
316.2011,193.5304,796.4178,9
320.736,205.6302,813.4315,10
327.06,205.6302,811.7335,1
339.3814,187.9495,779.3883,2
343.7335,193.5304,786.9263,3
348.753,193.5304,784.0269,4
344.4012,187.9495,776.4894,5
348.11,200.0325,794.5065,6
353.1294,200.0325,791.607,7
352.5725,205.6302,802.2357,8
357.5896,205.6302,799.3323,9
335.0191,181.7366,771.8325,10
340.0365,181.7366,768.9295,1
354.4354,193.5304,780.7445,2
350.084,187.9495,773.2078,3
358.8118,200.0325,788.3247,4
363.2692,205.6302,796.0452,5
345.7165,181.7366,765.6429,6
359.5495,193.5304,777.7904,7
355.1985,187.9495,770.2541,8
363.9259,200.0325,785.3704,9
368.3811,205.6302,793.087,10
350.8285,181.7366,762.6851,1
365.0426,193.5304,774.6175,2
360.6919,187.9495,767.0819,3
369.4189,200.0325,782.1973,4
373.8715,205.6302,789.9095,5
356.3192,181.7366,759.508,6
370.5356,193.5304,771.4445,7
366.1853,187.9495,763.9095,8
374.9118,200.0325,779.0243,9
379.362,205.6302,786.7321,10
361.8099,181.7366,756.3311,1
375.8391,193.5304,768.3809,2
371.4893,187.9495,760.8466,3
380.2153,200.0325,775.9606,4
384.663,205.6302,783.6642,5
367.1112,181.7366,753.2638,6
381.6162,193.5304,765.0439,7
377.2667,187.9495,757.5102,8
385.9924,200.0325,772.6235,9
390.4374,205.6302,780.3223,10
372.8859,181.7366,749.9224,1
386.6357,193.5304,762.1445,2
382.2865,187.9495,754.6114,3
391.0117,200.0325,769.724,4
395.4545,205.6302,777.419,5
377.9033,181.7366,747.0193,6
392.2235,193.5304,758.9168,7
387.8746,187.9495,751.3844,8
396.5994,200.0325,766.4963,9
401.0395,205.6302,774.1868,10
383.4886,181.7366,743.7875,1
397.3376,193.5304,755.9626,2
392.9891,187.9495,748.431,3
401.7135,200.0325,763.542,4
406.1514,205.6302,771.2285,5
388.6006,181.7366,740.8298,6
403.2095,193.5304,752.5709,7
398.8614,187.9495,745.0399,8
407.5854,200.0325,760.1501,9
412.0204,205.6302,767.8319,10
394.47,181.7366,737.4336,1
408.229,193.5304,749.6715,2
403.8813,187.9495,742.141,3
412.6048,200.0325,757.2506,4
417.0375,205.6302,764.9284,5
399.4874,181.7366,734.5305,6
414.006,193.5304,746.3344,7
409.6587,187.9495,738.8046,8
418.3818,200.0325,753.9133,9
422.8119,205.6302,761.5866,10
405.262,181.7366,731.1893,1
419.1203,193.5304,743.3803,2
414.7733,187.9495,735.851,3
423.496,200.0325,750.9591,4
427.9237,205.6302,758.6282,5
410.3741,181.7366,728.2314,6
424.7079,193.5304,740.1526,7
420.3614,187.9495,732.624,8
429.0835,200.0325,747.7314,9
433.5088,205.6302,755.3961,10
415.9594,181.7366,724.9998,1
430.0115,193.5304,737.0892,2
425.6652,187.9495,729.5612,3
434.3871,200.0325,744.6677,4
438.8099,205.6302,752.3281,5
421.2608,181.7366,721.9322,6
435.3151,193.5304,734.0255,7
430.9692,187.9495,726.4983,8
439.6906,200.0325,741.6042,9
444.111,205.6302,749.2604,10
426.5621,181.7366,718.8649,1
441.187,193.5304,730.6338,2
436.8415,187.9495,723.1071,3
445.5624,200.0325,738.2123,4
449.98,205.6302,745.8637,5
432.4315,181.7366,715.4688,6
448.3676,181.7366,703.0637,7
443.8901,181.7366,707.5572,8
450.365,187.9495,714.0087,9
454.8425,187.9495,709.5152,10
452.6907,181.7366,698.7249,1
459.1656,187.9495,705.1765,2
457.1682,181.7366,694.2313,3
463.6431,187.9495,700.6829,4
461.6457,181.7366,689.7375,5
468.1206,187.9494,696.1893,6
466.046,181.7366,685.3215,7
472.5209,187.9494,691.7731,8
470.2148,181.7366,681.1378,9
476.6896,187.9494,687.5893,10
474.5377,181.7366,676.799,1
481.0128,187.9494,683.2507,2
479.0925,181.7366,672.2279,3
485.5674,187.9494,678.6795,4
483.6472,181.7366,667.6568,5
490.1221,187.9494,674.1084,6
487.8931,181.7366,663.3956,7
494.368,187.9494,669.8473,8
492.6021,181.7366,658.6697,9
499.077,187.9494,665.1212,10
497.0797,181.7366,654.1759,1
503.5545,187.9493,660.6275,2
456.5255,193.5304,720.1471,3
461.003,193.5304,715.6535,4
465.3261,193.5304,711.3148,5
469.8036,193.5304,706.8212,6
474.2811,193.5304,702.3277,7
478.6814,193.5304,697.9114,8
482.8501,193.5304,693.7277,9
487.1731,193.5304,689.389,10
491.7279,193.5304,684.8179,1
496.2826,193.5304,680.2467,2
500.5285,193.5304,675.9856,3
505.2375,193.5304,671.2595,4
509.715,193.5304,666.7659,5
462.8475,200.0325,726.4464,6
467.325,200.0325,721.9529,7
471.6481,200.0325,717.6141,8
476.1256,200.0325,713.1203,9
480.6031,200.0325,708.6269,10
485.0034,200.0325,704.2107,1
489.172,200.0325,700.0269,2
493.4951,200.0325,695.6884,3
498.0499,200.0325,691.1171,4
502.6045,200.0325,686.546,5
506.8504,200.0325,682.2849,6
511.5595,200.0325,677.5587,7
516.037,200.0325,673.0651,8
468.9306,205.6301,732.5078,9
473.4081,205.6301,728.0141,10
477.7312,205.63,723.6754,1
482.2087,205.6299,719.1819,2
486.6862,205.6299,714.6881,3
491.0865,205.6297,710.2719,4
495.2552,205.6297,706.0883,5
499.5784,205.6297,701.7496,6
504.133,205.6296,697.1783,7
508.6876,205.6296,692.6073,8
512.9336,205.6295,688.3461,9
517.6426,205.6295,683.6201,10
522.1201,205.6295,679.1264,1
522.4815,194.3,584.6032,2
513.841,188.975,584.6032,3
513.841,188.975,591.1656,4
522.4815,194.3,591.1656,5
531.3405,200.5125,584.6032,6
531.3405,200.5125,591.1656,7
601.0102,251.1125,584.6032,8
592.37,244.3875,584.6032,9
592.37,244.3875,591.1656,10
601.0102,251.1125,591.1656,1
505.0914,182.2375,584.6032,2
505.0914,182.2375,591.1656,3
513.841,188.975,597.2904,4
522.4815,194.3,597.2904,5
531.3405,200.5125,597.2904,6
592.37,244.3875,597.2904,7
601.0102,251.1125,597.2904,8
505.0914,182.2375,597.2904,9
513.841,188.975,603.3059,10
522.4815,194.3,603.3059,1
531.3405,200.5125,603.3059,2
592.37,244.3875,603.3059,3
601.0102,251.1125,603.3059,4
505.0914,182.2375,603.3059,5
513.841,188.975,609.4306,6
522.4815,194.3,609.4306,7
531.3405,200.5125,609.4306,8
539.9809,207.125,603.3059,9
539.9809,207.125,609.4306,10
548.84,212.225,603.3059,1
548.84,212.225,609.4306,2
557.3711,218,603.3059,3
557.3711,218,609.4306,4
566.2301,224.7125,603.3059,5
566.2301,224.7125,609.4306,6
575.0893,230.75,603.3059,7
575.0893,230.75,609.4306,8
583.5109,236.45,603.3059,9
583.5109,236.45,609.4306,10
592.37,244.3875,609.4306,1
505.0914,182.2375,609.4306,2
513.841,188.975,615.5555,3
522.4815,194.3,615.5555,4
531.3405,200.5125,615.5555,5
539.9809,207.125,615.5555,6
548.84,212.225,615.5555,7
557.3711,218,615.5555,8
566.2301,224.7125,615.5555,9
575.0893,230.75,615.5555,10
583.5109,236.45,615.5555,1
592.37,244.3875,615.5555,2
505.0914,182.2375,615.5555,3
513.841,188.975,621.6803,4
522.4815,194.3,621.6803,5
531.3405,200.5125,621.6803,6
539.9809,207.125,621.6803,7
548.84,212.225,621.6803,8
557.3711,218,621.6803,9
566.2301,224.7125,621.6803,10
575.0893,230.75,621.6803,1
583.5109,236.45,621.6803,2
592.37,244.3875,621.6803,3
505.0914,182.2375,621.6803,4
513.841,188.975,628.0238,5
522.4815,194.3,628.0238,6
531.3405,200.5125,628.0238,7
539.9809,207.125,628.0238,8
548.84,212.225,628.0238,9
557.3711,218,628.0238,10
566.2301,224.7125,628.0238,1
575.0893,230.75,628.0238,2
583.5109,236.45,628.0238,3
505.0914,182.2375,628.0238,4
513.8411,188.975,634.5861,5
522.4815,194.3,634.5861,6
531.3405,200.5125,634.5861,7
539.9809,207.125,634.5861,8
548.84,212.225,634.5861,9
557.3711,218,634.5861,10
566.2301,224.7125,634.5861,1
575.0893,230.75,634.5861,2
583.5109,236.45,634.5861,3
505.0914,182.2375,634.5861,4
513.6475,188.35,459.1426,5
513.6475,188.35,453.0104,6
504.862,182.2375,453.0104,7
504.862,182.2375,459.1426,8
522.3972,194.3,459.1426,9
522.3972,194.3,453.0104,10
531.322,200.5125,459.1426,1
531.322,200.5125,453.0104,2
601.3199,250.4875,459.1426,3
601.3199,250.4875,453.0104,4
592.2201,244.3875,453.0104,5
592.2201,244.3875,459.1426,6
609.8945,256.0125,459.1426,7
609.8945,256.0125,453.0104,8
618.4694,262.25,459.1426,9
618.4694,262.25,453.0104,10
627.569,268.35,459.1426,1
627.569,268.35,453.0104,2
636.1438,274.225,459.1426,3
636.1438,274.225,453.0104,4
644.8935,280.1875,459.1426,5
644.8935,280.1875,453.0104,6
653.6433,286.425,459.1426,7
653.6433,286.425,453.0104,8
662.2443,292.05,459.1426,9
662.2443,292.05,453.0104,10
513.6475,188.35,466.1424,1
504.8619,182.2375,466.1424,2
522.3972,194.3,466.1424,3
531.322,200.5125,466.1424,4
601.3199,250.4875,466.1424,5
592.2201,244.3875,466.1424,6
609.8945,256.0125,466.1424,7
618.4694,262.25,466.1424,8
627.569,268.35,466.1424,9
636.1438,274.225,466.1424,10
644.8935,280.1875,466.1424,1
653.6433,286.425,466.1424,2
662.2441,292.05,466.1424,3
513.6475,188.35,472.2673,4
504.8619,182.2375,472.2673,5
522.3972,194.3,472.2673,6
531.322,200.5125,472.2673,7
601.3199,250.4875,472.2673,8
592.2201,244.3875,472.2673,9
609.8945,256.0125,472.2673,10
618.4694,262.25,472.2673,1
627.569,268.35,472.2673,2
636.1438,274.225,472.2673,3
644.8935,280.1875,472.2673,4
653.6433,286.425,472.2673,5
662.244,292.05,472.2673,6
513.6475,188.35,478.567,7
504.8619,182.2375,478.567,8
522.3972,194.3,478.567,9
531.322,200.5125,478.567,10
539.7218,205.775,478.567,1
539.7218,205.775,472.2673,2
548.2964,212.2375,478.567,3
548.2964,212.2375,472.2673,4
557.4,218.0125,478.567,5
557.4,218.0125,472.2673,6
565.9709,224.1875,478.567,7
565.9709,224.1875,472.2673,8
574.8956,230.0375,478.567,9
574.8956,230.0375,472.2673,10
583.4704,236.0125,478.567,1
583.4704,236.0125,472.2673,2
592.2201,244.3875,478.567,3
601.3199,250.4875,478.567,4
609.8945,256.0125,478.567,5
618.4694,262.25,478.567,6
627.569,268.35,478.567,7
636.1438,274.225,478.567,8
644.8935,280.1875,478.567,9
653.6433,286.425,478.567,10
513.6475,188.35,484.495,1
504.8618,182.2375,484.495,2
522.3972,194.3,484.495,3
531.322,200.5125,484.495,4
539.7218,205.775,484.495,5
548.2964,212.2375,484.495,6
557.4,218.0125,484.495,7
565.9709,224.1875,484.495,8
574.8956,230.0375,484.495,9
583.4704,236.0125,484.495,10
592.2201,244.3875,484.495,1
601.3199,250.4875,484.495,2
609.8945,256.0125,484.495,3
618.4694,262.25,484.4949,4
627.569,268.35,484.495,5
636.1438,274.225,484.495,6
644.8935,280.1875,484.495,7
653.6433,286.425,484.4949,8
513.6475,188.35,490.7291,9
504.8618,182.2375,490.7291,10
522.3972,194.3,490.7291,1
531.322,200.5125,490.7291,2
539.7218,205.775,490.7291,3
548.2964,212.2375,490.7291,4
557.4,218.0125,490.7291,5
565.9709,224.1875,490.7291,6
574.8956,230.0375,490.7291,7
583.4704,236.0125,490.7291,8
592.2201,244.3875,490.7291,9
601.3199,250.4875,490.7291,10
609.8945,256.0125,490.7291,1
618.4694,262.25,490.7291,2
627.569,268.35,490.7291,3
636.1438,274.225,490.7291,4
644.8935,280.1875,490.7291,5
653.6433,286.425,490.7291,6
513.6475,188.35,497.1821,7
504.8618,182.2375,497.1821,8
522.3972,194.3,497.1821,9
531.322,200.5125,497.1821,10
539.7218,205.775,497.1821,1
548.2964,212.2375,497.1821,2
557.4,218.0125,497.1821,3
565.9709,224.1875,497.1821,4
574.8956,230.0375,497.1821,5
583.4704,236.0125,497.1821,6
592.2201,244.3875,497.1821,7
601.3199,250.4875,497.1821,8
609.8945,256.0125,497.1821,9
618.4694,262.25,497.1821,10
627.569,268.35,497.1821,1
636.1438,274.225,497.1821,2
644.8935,280.1875,497.1821,3
513.6475,188.35,503.4163,4
504.8618,182.2375,503.4163,5
522.3972,194.3,503.4163,6
531.322,200.5125,503.4163,7
539.7218,205.775,503.4163,8
548.2964,212.2375,503.4163,9
557.4,218.0125,503.4163,10
565.9709,224.1875,503.4163,1
574.8956,230.0375,503.4163,2
583.4704,236.0125,503.4163,3
592.2201,244.3875,503.4163,4
601.3197,250.4875,503.4163,5
609.8945,256.0125,503.4163,6
618.4694,262.25,503.4163,7
627.569,268.35,503.4163,8
636.1438,274.225,503.4163,9
644.8935,280.1875,503.4163,10
513.6475,188.35,509.7599,1
504.8618,182.2375,509.7599,2
522.3972,194.3,509.7599,3
531.322,200.5125,509.7599,4
539.7218,205.775,509.7599,5
548.2964,212.2375,509.7599,6
557.4,218.0125,509.7599,7
565.9709,224.1875,509.7599,8
574.8956,230.0375,509.7599,9
583.4704,236.0125,509.7599,10
592.2201,244.3875,509.7599,1
601.3197,250.4875,509.7599,2
609.8945,256.0125,509.7599,3
618.4694,262.25,509.7599,4
627.569,268.35,509.7599,5
636.1438,274.225,509.7599,6
644.8935,280.1875,509.7599,7
513.6475,188.35,516.1034,8
504.8618,182.2375,516.1034,9
522.3972,194.3,516.1034,10
531.322,200.5125,516.1034,1
539.7218,205.775,516.1034,2
548.2964,212.2375,516.1034,3
557.4,218.0125,516.1034,4
565.9709,224.1875,516.1034,5
574.8956,230.0375,516.1034,6
583.4704,236.0125,516.1034,7
592.2201,244.3875,516.1034,8
601.3197,250.4875,516.1034,9
609.8945,256.0125,516.1034,10
618.4694,262.25,516.1034,1
627.569,268.35,516.1034,2
636.1438,274.225,516.1034,3
513.6475,188.35,522.0095,4
504.8618,182.2375,522.0095,5
522.3972,194.3,522.0095,6
531.322,200.5125,522.0095,7
539.7218,205.775,522.0095,8
548.2964,212.2375,522.0095,9
557.4,218.0125,522.0095,10
565.9709,224.1875,522.0095,1
574.8956,230.0375,522.0095,2
583.4704,236.0125,522.0095,3
592.2201,244.3875,522.0095,4
601.3197,250.4875,522.0095,5
609.8945,256.0125,522.0095,6
618.4694,262.25,522.0095,7
627.569,268.35,522.0095,8
636.1438,274.225,522.0095,9
513.6475,188.35,528.1342,10
504.8616,182.2375,528.1342,1
522.3972,194.3,528.1342,2
531.322,200.5125,528.1342,3
539.7218,205.775,528.1342,4
548.2964,212.2375,528.1342,5
557.4,218.0125,528.1342,6
565.9709,224.1875,528.1342,7
574.8956,230.0375,528.1342,8
583.4704,236.0125,528.1342,9
592.2201,244.3875,528.1342,10
601.3197,250.4875,528.1342,1
609.8945,256.0125,528.1342,2
618.4694,262.25,528.1342,3
627.569,268.35,528.1342,4
636.1438,274.225,528.1342,5
513.6475,188.35,534.6966,6
504.8616,182.2375,534.6966,7
522.3972,194.3,534.6966,8
531.322,200.5125,534.6966,9
539.7218,205.775,534.6966,10
548.2964,212.2375,534.6966,1
557.4,218.0125,534.6966,2
565.9709,224.1875,534.6966,3
574.8956,230.0375,534.6966,4
583.4704,236.0125,534.6966,5
592.2201,244.3875,534.6966,6
601.3197,250.4875,534.6966,7
609.8945,256.0125,534.6966,8
618.4694,262.25,534.6966,9
627.569,268.35,534.6966,10
513.6475,188.35,540.8214,1
504.8616,182.2375,540.8214,2
522.3972,194.3,540.8214,3
531.322,200.5125,540.8214,4
539.7218,205.775,540.8214,5
548.2964,212.2375,540.8214,6
557.4,218.0125,540.8214,7
565.9709,224.1875,540.8214,8
574.8956,230.0375,540.8214,9
583.4704,236.0125,540.8214,10
592.2201,244.3875,540.8214,1
601.3197,250.4875,540.8214,2
609.8945,256.0125,540.8214,3
618.4694,262.25,540.8214,4
627.569,268.35,540.8214,5
513.6475,188.35,547.165,6
504.8616,182.2375,547.165,7
522.3972,194.3,547.165,8
531.322,200.5125,547.165,9
539.7218,205.775,547.165,10
548.2964,212.2375,547.165,1
557.4,218.0125,547.165,2
565.9709,224.1875,547.165,3
574.8956,230.0375,547.165,4
583.4704,236.0125,547.165,5
592.2201,244.3875,547.165,6
601.3197,250.4875,547.165,7
609.8945,256.0125,547.165,8
618.4694,262.25,547.1649,9
513.6475,188.35,553.3991,10
504.8615,182.2375,553.3991,1
522.3972,194.3,553.3991,2
531.322,200.5125,553.3991,3
539.7218,205.775,553.3991,4
601.3197,250.4875,553.3991,5
592.2201,244.3875,553.3991,6
609.8945,256.0125,553.3991,7
618.4694,262.25,553.3991,8
513.6475,188.35,559.4145,9
504.8615,182.2375,559.4145,10
504.8615,182.2375,565.4969,1
513.6475,188.35,565.4969,2
522.3972,194.3,559.4145,3
522.3972,194.3,565.4969,4
531.322,200.5125,559.4145,5
531.322,200.5125,565.4969,6
539.7218,205.775,559.4145,7
539.7218,205.775,565.4969,8
601.3197,250.4875,559.4145,9
592.2201,244.3875,559.4145,10
592.2201,244.3875,565.4969,1
601.3197,250.4875,565.4969,2
609.8945,256.0125,559.4145,3
609.8945,256.0125,565.4969,4
618.4694,262.25,559.4145,5
618.4694,262.25,565.4969,6
513.6668,188.35,315.5584,7
513.6668,188.35,309.5969,8
504.6875,182.2375,309.5969,9
504.6875,182.2375,315.5584,10
522.0665,194.675,315.5584,1
522.0665,194.675,309.5969,2
531.3063,200.5125,315.5584,3
531.3063,200.5125,309.5969,4
601.374,250.4875,315.5584,5
601.374,250.4875,309.5969,6
592.0993,244.3875,309.5969,7
592.0993,244.3875,315.5584,8
610.1239,256.0125,315.5584,9
610.1239,256.0125,309.5969,10
618.8735,262.25,315.5584,1
618.8735,262.25,309.5969,2
627.4482,268.3375,315.5584,3
627.4482,268.3375,309.5969,4
636.373,274.25,315.5584,5
636.373,274.25,309.5969,6
644.9477,280.0875,315.5584,7
644.9477,280.0875,309.5969,8
653.8725,286.375,315.5584,9
653.8725,286.375,309.5969,10
662.2721,291.825,315.5584,1
662.2721,291.825,309.5969,2
671.1969,298.475,315.5584,3
671.1969,298.475,309.5969,4
679.7717,306.475,315.5584,5
679.7717,306.475,309.5969,6
688.5213,312.75,315.5584,7
688.5213,312.75,309.5969,8
697.4461,318.325,315.5584,9
697.4461,318.325,309.5969,10
704.2021,324.9625,315.5584,1
704.2021,324.9625,309.5969,2
513.6668,188.35,322.3394,3
504.6875,182.2375,322.3394,4
522.0665,194.675,322.3394,5
531.3063,200.5125,322.3394,6
601.374,250.4875,322.3394,7
592.0993,244.3875,322.3394,8
610.1239,256.0125,322.3394,9
618.8735,262.25,322.3394,10
627.4482,268.3375,322.3394,1
636.373,274.25,322.3394,2
644.9477,280.0875,322.3394,3
653.8725,286.375,322.3394,4
662.2721,291.825,322.3394,5
671.1969,298.475,322.3394,6
679.7717,306.475,322.3394,7
688.5213,312.75,322.3394,8
697.4461,318.325,322.3394,9
704.2021,324.9625,322.3394,10
513.6668,188.35,328.4642,1
504.6875,182.2375,328.4642,2
522.0665,194.675,328.4642,3
531.3063,200.5125,328.4642,4
601.374,250.4875,328.4642,5
592.0993,244.3875,328.4642,6
610.1239,256.0125,328.4642,7
618.8735,262.25,328.4642,8
627.4482,268.3375,328.4642,9
636.373,274.25,328.4642,10
644.9477,280.0875,328.4642,1
653.8725,286.375,328.4642,2
662.2721,291.825,328.4642,3
671.1969,298.475,328.4642,4
679.7717,306.475,328.4642,5
688.5213,312.75,328.4642,6
697.4461,318.325,328.4642,7
704.2021,324.9625,328.4642,8
513.6668,188.35,334.5891,9
504.6875,182.2375,334.5891,10
522.0665,194.675,334.5891,1
531.3063,200.5125,334.5891,2
540.266,205.7625,334.5891,3
540.266,205.7625,328.4642,4
548.9457,212.2375,334.5891,5
548.9457,212.2375,328.4642,6
557.6254,218.0125,334.5891,7
557.6254,218.0125,328.4642,8
566.0251,224.1875,334.5891,9
566.0251,224.1875,328.4642,10
574.7749,230.0375,334.5891,1
574.7749,230.0375,328.4642,2
583.5246,236.0125,334.5891,3
583.5246,236.0125,328.4642,4
592.0993,244.3875,334.5891,5
601.374,250.4875,334.5891,6
610.1239,256.0125,334.5891,7
618.8735,262.25,334.5891,8
627.4482,268.3375,334.5891,9
636.373,274.25,334.5891,10
644.9477,280.0875,334.5891,1
653.8725,286.375,334.5891,2
662.2721,291.825,334.5891,3
671.1969,298.475,334.5891,4
679.7717,306.475,334.5891,5
688.5213,312.75,334.5891,6
697.4461,318.325,334.5891,7
704.2021,324.9625,334.5891,8
513.6668,188.35,340.9326,9
504.6875,182.2375,340.9326,10
522.0665,194.675,340.9326,1
531.3063,200.5125,340.9326,2
540.266,205.7625,340.9326,3
548.9457,212.2375,340.9326,4
557.6254,218.0125,340.9326,5
566.0251,224.1875,340.9326,6
574.7749,230.0375,340.9326,7
583.5246,236.0125,340.9326,8
592.0993,244.3875,340.9326,9
601.374,250.4875,340.9326,10
610.1237,256.0125,340.9326,1
618.8735,262.25,340.9326,2
627.4482,268.3375,340.9326,3
636.373,274.25,340.9326,4
644.9477,280.0875,340.9326,5
653.8725,286.375,340.9326,6
662.2721,291.825,340.9326,7
671.1969,298.475,340.9326,8
679.7717,306.475,340.9326,9
688.5213,312.75,340.9326,10
697.4461,318.325,340.9326,1
704.2021,324.9625,340.9326,2
513.6668,188.35,346.948,3
504.6875,182.2375,346.948,4
522.0665,194.675,346.948,5
531.3063,200.5125,346.948,6
540.266,205.7625,346.948,7
548.9457,212.2375,346.948,8
557.6254,218.0125,346.948,9
566.0251,224.1875,346.948,10
574.7749,230.0375,346.948,1
583.5246,236.0125,346.948,2
592.0993,244.3875,346.948,3
601.374,250.4875,346.948,4
610.1239,256.0125,346.948,5
618.8735,262.25,346.948,6
627.4482,268.3375,346.948,7
636.373,274.25,346.948,8
644.9477,280.0875,346.948,9
653.8725,286.375,346.948,10
662.2721,291.825,346.948,1
671.1969,298.475,346.948,2
679.7717,306.475,346.948,3
688.5213,312.75,346.948,4
697.4461,318.325,346.948,5
704.2021,324.9625,346.948,6
513.6668,188.35,353.2917,7
504.6875,182.2375,353.2917,8
522.0665,194.675,353.2917,9
531.3063,200.5125,353.2917,10
540.266,205.7625,353.2917,1
548.9457,212.2375,353.2917,2
557.6254,218.0125,353.2917,3
566.0251,224.1875,353.2917,4
574.7749,230.0375,353.2917,5
583.5246,236.0125,353.2917,6
592.0993,244.3875,353.2917,7
601.374,250.4875,353.2917,8
610.1239,256.0125,353.2917,9
618.8735,262.25,353.2917,10
627.4482,268.3375,353.2917,1
636.373,274.25,353.2917,2
644.9477,280.0875,353.2917,3
653.8725,286.375,353.2917,4
662.2721,291.825,353.2917,5
671.1969,298.475,353.2917,6
679.7717,306.475,353.2917,7
688.5213,312.75,353.2917,8
697.4461,318.325,353.2917,9
704.2021,324.9625,353.2917,10
513.6668,188.35,359.4165,1
504.6875,182.2375,359.4165,2
522.0665,194.675,359.4165,3
531.3063,200.5125,359.4165,4
540.266,205.7625,359.4165,5
548.9457,212.2375,359.4165,6
557.6254,218.0125,359.4165,7
566.0251,224.1875,359.4165,8
574.7749,230.0375,359.4165,9
583.5246,236.0125,359.4165,10
592.0993,244.3875,359.4165,1
601.374,250.4875,359.4165,2
610.1239,256.0125,359.4165,3
618.8735,262.25,359.4165,4
627.4482,268.3375,359.4165,5
636.373,274.25,359.4165,6
644.9477,280.0875,359.4165,7
653.8725,286.375,359.4165,8
662.2721,291.825,359.4165,9
671.1969,298.475,359.4165,10
679.7717,306.475,359.4165,1
688.5213,312.75,359.4165,2
697.4461,318.325,359.4165,3
704.2021,324.9625,359.4165,4
513.6668,188.35,365.9787,5
504.6875,182.2375,365.9787,6
522.0665,194.675,365.9787,7
531.3063,200.5125,365.9787,8
540.266,205.7625,365.9787,9
548.9457,212.2375,365.9787,10
557.6254,218.0125,365.9787,1
566.0251,224.1875,365.9787,2
574.7749,230.0375,365.9787,3
583.5246,236.0125,365.9787,4
592.0993,244.3875,365.9787,5
601.374,250.4875,365.9787,6
610.1239,256.0125,365.9787,7
618.8735,262.25,365.9787,8
627.4482,268.3375,365.9787,9
636.373,274.25,365.9787,10
644.9477,280.0875,365.9787,1
653.8725,286.375,365.9787,2
662.2721,291.825,365.9787,3
671.1969,298.475,365.9787,4
